u;theta rad;omega rad/s
3;644.0996364;45.24454545
3;648.6526364;45.53
3;653.2056364;45.53
3;657.7729091;45.67272727
3;662.3259091;45.53
3;666.9074545;45.81545455
3;671.4747273;45.67272727
3;676.042;45.67272727
3;680.6520909;46.10090909
3;685.2479091;45.95818182
3;689.8437273;45.95818182
3;694.4252727;45.81545455
3;699.0496364;46.24363636
3;703.674;46.24363636
3;708.2840909;46.10090909
3;712.8941818;46.10090909
3;717.5328182;46.38636364
3;722.1571818;46.24363636
3;726.7815455;46.24363636
3;731.4344545;46.52909091
3;736.0873636;46.52909091
3;740.726;46.38636364
3;745.3646364;46.38636364
3;750.0460909;46.81454545
3;754.7132727;46.67181818
3;759.3804545;46.67181818
3;764.0190909;46.38636364
3;768.7290909;47.1
3;773.3962727;46.67181818
3;778.092;46.95727273
3;782.7449091;46.52909091
3;787.4691818;47.24272727
3;792.1506364;46.81454545
3;796.8606364;47.1
3;801.5278182;46.67181818
3;806.2520909;47.24272727
3;810.9478182;46.95727273
3;815.6863636;47.38545455
3;820.3820909;46.95727273
3;825.1206364;47.38545455
3;829.8306364;47.1
3;834.5691818;47.38545455
3;839.2649091;46.95727273
3;844.0177273;47.52818182
3;848.742;47.24272727
3;853.4948182;47.52818182
3;858.2048182;47.1
3;862.9719091;47.67090909
3;867.7104545;47.38545455
3;872.4632727;47.52818182
3;877.1875455;47.24272727
3;881.9546364;47.67090909
3;886.7074545;47.52818182
3;891.4745455;47.67090909
3;896.2130909;47.38545455
3;900.9944545;47.81363636
3;905.7472727;47.52818182
3;910.5143636;47.67090909
3;915.2671818;47.52818182
3;920.0485455;47.81363636
3;924.8156364;47.67090909
3;929.597;47.81363636
3;934.3640909;47.67090909
3;939.1454545;47.81363636
3;943.9268182;47.81363636
3;948.7081818;47.81363636
3;953.5038182;47.95636364
3;958.2709091;47.67090909
3;963.0808182;48.09909091
3;967.8621818;47.81363636
3;972.6863636;48.24181818
3;977.4677273;47.81363636
3;982.2776364;48.09909091
3;987.0732727;47.95636364
3;991.8974545;48.24181818
3;996.6930909;47.95636364
3;1001.517273;48.24181818
3;1006.327182;48.09909091
3;1011.137091;48.09909091
3;1015.947;48.09909091
3;1020.756909;48.09909091
3;1025.595364;48.38454545
3;1030.405273;48.09909091
3;1035.243727;48.38454545
3;1040.053636;48.09909091
3;1044.906364;48.52727273
3;1049.730545;48.24181818
3;1054.569;48.38454545
3;1059.378909;48.09909091
3;1064.231636;48.52727273
3;1069.055818;48.24181818
-3;1073.708727;46.52909091
-3;1078.176091;44.67363636
-3;1082.386545;42.10454545
-3;1086.368636;39.82090909
-3;1090.093818;37.25181818
-3;1093.590636;34.96818182
-3;1096.830545;32.39909091
-3;1099.827818;29.97272727
-3;1102.596727;27.68909091
-3;1105.123;25.26272727
-3;1107.420909;22.97909091
-3;1109.504727;20.83818182
-3;1111.360182;18.55454545
-3;1112.987273;16.27090909
-3;1114.386;13.98727273
-3;1115.599182;12.13181818
-3;1116.584;9.848181818
-3;1117.354727;7.707272727
-3;1117.897091;5.423636364
-3;1118.196818;2.997272727
-3;1118.268182;0.713636364
-3;1118.225364;-0.428181818
-3;1118.096909;-1.284545455
-3;1117.897091;-1.998181818
-3;1117.611636;-2.854545455
-3;1117.269091;-3.425454545
-3;1116.855182;-4.139090909
-3;1116.369909;-4.852727273
-3;1115.827545;-5.423636364
-3;1115.228091;-5.994545455
-3;1114.585818;-6.422727273
-3;1113.915;-6.708181818
-3;1113.187091;-7.279090909
-3;1112.402091;-7.85
-3;1111.56;-8.420909091
-3;1110.632273;-9.277272727
-3;1109.647455;-9.848181818
-3;1108.591273;-10.56181818
-3;1107.520818;-10.70454545
-3;1106.393273;-11.27545455
-3;1105.208636;-11.84636364
-3;1103.952636;-12.56
-3;1102.639545;-13.13090909
-3;1101.269364;-13.70181818
-3;1099.856364;-14.13
-3;1098.386273;-14.70090909
-3;1096.859091;-15.27181818
-3;1095.274818;-15.84272727
-3;1093.647727;-16.27090909
-3;1091.963545;-16.84181818
-3;1090.236545;-17.27
-3;1088.438182;-17.98363636
-3;1086.625545;-18.12636364
-3;1084.755818;-18.69727273
-3;1082.814727;-19.41090909
-3;1080.845091;-19.69636364
-3;1078.832636;-20.12454545
-3;1076.777364;-20.55272727
-3;1074.665;-21.12363636
-3;1072.495545;-21.69454545
-3;1070.311818;-21.83727273
-3;1068.071;-22.40818182
-3;1065.815909;-22.55090909
-3;1063.489455;-23.26454545
-3;1061.134455;-23.55
-3;1058.750909;-23.83545455
-3;1056.310273;-24.40636364
-3;1053.841091;-24.69181818
-3;1051.329091;-25.12
-3;1048.774273;-25.54818182
-3;1046.190909;-25.83363636
-3;1043.564727;-26.26181818
-3;1040.895727;-26.69
-3;1038.198182;-26.97545455
-3;1035.457818;-27.40363636
-3;1032.688909;-27.68909091
-3;1029.891455;-27.97454545
-3;1027.036909;-28.54545455
-3;1024.168091;-28.68818182
-3;1021.256455;-29.11636364
-3;1018.302;-29.54454545
-3;1015.333273;-29.68727273
-3;1012.307455;-30.25818182
-3;1009.267364;-30.40090909
-3;1006.184455;-30.82909091
-3;1003.087273;-30.97181818
-3;999.933;-31.54272727
-3;996.7787273;-31.54272727
-3;993.5816364;-31.97090909
-3;990.3702727;-32.11363636
-3;987.1160909;-32.54181818
-3;983.8476364;-32.68454545
-3;980.5506364;-32.97
-3;977.2250909;-33.25545455
-3;973.871;-33.54090909
-3;970.4883636;-33.82636364
-3;967.0914545;-33.96909091
-3;963.6517273;-34.39727273
-3;960.212;-34.39727273
-3;956.7151818;-34.96818182
-3;953.2183636;-34.96818182
-3;949.6787273;-35.39636364
-3;946.1390909;-35.39636364
-3;942.5566364;-35.82454545
-3;938.9456364;-36.11
-3;935.3346364;-36.11
-3;931.6808182;-36.53818182
-3;928.0127273;-36.68090909
-3;924.3160909;-36.96636364
-3;920.5909091;-37.25181818
-3;916.8514545;-37.39454545
-3;913.0834545;-37.68
-3;909.2869091;-37.96545455
-3;905.4903636;-37.96545455
-3;901.651;-38.39363636
-3;897.8259091;-38.25090909
-3;893.9437273;-38.82181818
-3;890.0615455;-38.82181818
-3;886.1508182;-39.10727273
-3;882.2258182;-39.25
-3;878.2865455;-39.39272727
-3;874.3187273;-39.67818182
-3;870.3366364;-39.82090909
-3;866.3402727;-39.96363636
-3;862.3153636;-40.24909091
-3;858.2904545;-40.24909091
-3;854.2512727;-40.39181818
-3;850.1978182;-40.53454545
-3;846.1300909;-40.67727273
-3;842.0480909;-40.82
-3;837.9518182;-40.96272727
-3;833.8412727;-41.10545455
-3;829.7164545;-41.24818182
-3;825.5630909;-41.53363636
-3;821.424;-41.39090909
-3;817.2563636;-41.67636364
-3;813.0601818;-41.96181818
-3;808.8497273;-42.10454545
-3;804.625;-42.24727273
-3;800.3717273;-42.53272727
-3;796.1184545;-42.53272727
-3;791.8509091;-42.67545455
-3;787.5690909;-42.81818182
-3;783.273;-42.96090909
-3;778.9626364;-43.10363636
-3;774.6522727;-43.10363636
-3;770.3133636;-43.38909091
-3;765.9887273;-43.24636364
-3;761.6212727;-43.67454545
-3;757.2680909;-43.53181818
-3;752.9006364;-43.67454545
-3;748.5189091;-43.81727273
-3;744.1229091;-43.96
-3;739.7126364;-44.10272727
-3;735.3166364;-43.96
-3;730.8778182;-44.38818182
-3;726.4532727;-44.24545455
-3;722.0144545;-44.38818182
-3;717.5470909;-44.67363636
-3;713.094;-44.53090909
-3;708.6266364;-44.67363636
-3;704.145;-44.81636364
-3;699.6490909;-44.95909091
-3;695.1389091;-45.10181818
-3;690.6572727;-44.81636364
-3;686.1185455;-45.38727273
-3;681.5940909;-45.24454545
-3;677.0696364;-45.24454545
-3;672.5309091;-45.38727273
-3;667.9921818;-45.38727273
-3;663.4106364;-45.81545455
-3;658.8576364;-45.53
-3;654.2618182;-45.95818182
-3;649.666;-45.95818182
-3;645.0701818;-45.95818182
-3;640.4600909;-46.10090909
-3;635.8357273;-46.24363636
-3;631.2113636;-46.24363636
-3;626.5727273;-46.38636364
-3;621.9483636;-46.24363636
-3;617.2811818;-46.67181818
-3;612.6282727;-46.52909091
-3;607.9753636;-46.52909091
-3;603.3081818;-46.67181818
-3;598.6267273;-46.81454545
-3;593.931;-46.95727273
-3;589.2495455;-46.81454545
-3;584.5538182;-46.95727273
-3;579.8580909;-46.95727273
-3;575.1338182;-47.24272727
-3;570.4238182;-47.1
-3;565.6995455;-47.24272727
-3;560.961;-47.38545455
-3;556.2081818;-47.52818182
-3;551.4696364;-47.38545455
-3;546.7168182;-47.52818182
-3;541.9354545;-47.81363636
-3;537.1540909;-47.81363636
-3;532.387;-47.67090909
-3;527.6056364;-47.81363636
-3;522.7957273;-48.09909091
-3;518.0000909;-47.95636364
-3;513.2044545;-47.95636364
-3;508.4088182;-47.95636364
-3;503.5846364;-48.24181818
-3;498.7604545;-48.24181818
-3;493.9505455;-48.09909091
-3;489.1263636;-48.24181818
-3;484.2736364;-48.52727273
-3;479.4351818;-48.38454545
-3;474.5824545;-48.52727273
-3;469.7297273;-48.52727273
-3;464.8627273;-48.67
-3;459.9814545;-48.81272727
-3;455.1144545;-48.67
-3;450.2189091;-48.95545455
-3;445.3233636;-48.95545455
-3;440.4135455;-49.09818182
-3;435.5037273;-49.09818182
-3;430.5939091;-49.09818182
-3;425.6840909;-49.09818182
-3;420.7742727;-49.09818182
-3;415.8359091;-49.38363636
-3;410.9118182;-49.24090909
-3;405.9591818;-49.52636364
-3;401.0208182;-49.38363636
-3;396.0681818;-49.52636364
-3;391.1012727;-49.66909091
-3;386.1343636;-49.66909091
-3;381.1817273;-49.52636364
-3;376.2148182;-49.66909091
-3;371.2479091;-49.66909091
-3;366.2667273;-49.81181818
-3;361.2712727;-49.95454545
-3;356.2900909;-49.81181818
-3;351.3089091;-49.81181818
-3;346.2991818;-50.09727273
-3;341.3037273;-49.95454545
-3;336.294;-50.09727273
-3;331.2985455;-49.95454545
-3;326.3030909;-49.95454545
-3;321.2648182;-50.38272727
-3;316.2550909;-50.09727273
-3;311.2310909;-50.24
-3;306.2213636;-50.09727273
-3;301.1973636;-50.24
-3;296.1590909;-50.38272727
-3;291.1350909;-50.24
-3;286.0968182;-50.38272727
-3;281.0442727;-50.52545455
-3;276.0202727;-50.24
-3;270.9677273;-50.52545455
-3;265.9151818;-50.52545455
-3;260.8483636;-50.66818182
-3;255.7815455;-50.66818182
-3;250.7147273;-50.66818182
-3;245.6336364;-50.81090909
-3;240.5382727;-50.95363636
-3;235.4571818;-50.81090909
-3;230.3618182;-50.95363636
-3;225.2807273;-50.81090909
-3;220.1853636;-50.95363636
-3;215.0757273;-51.09636364
-3;209.9660909;-51.09636364
-3;204.8707273;-50.95363636
-3;199.7753636;-50.95363636
-3;194.68;-50.95363636
-3;189.5560909;-51.23909091
-3;184.4464545;-51.09636364
-3;179.3368182;-51.09636364
-3;174.2271818;-51.09636364
-3;169.1175455;-51.09636364
-3;164.0079091;-51.09636364
-3;158.884;-51.23909091
-3;153.7600909;-51.23909091
-3;148.6504545;-51.09636364
-3;143.5265455;-51.23909091
-3;138.4169091;-51.09636364
-3;133.2787273;-51.38181818
-3;128.1548182;-51.23909091
-3;123.0309091;-51.23909091
-3;117.9212727;-51.09636364
-3;112.7973636;-51.23909091
-3;107.6591818;-51.38181818
-3;102.5352727;-51.23909091
-3;97.39709091;-51.38181818
-3;92.25890909;-51.38181818
-3;87.135;-51.23909091
-3;81.99681818;-51.38181818
-3;76.84436364;-51.52454545
-3;71.70618182;-51.38181818
-3;66.568;-51.38181818
-3;61.41554545;-51.52454545
-3;56.27736364;-51.38181818
-3;51.12490909;-51.52454545
-3;45.95818182;-51.66727273
-3;40.80572727;-51.52454545
-3;35.639;-51.66727273
-3;30.48654545;-51.52454545
-3;25.33409091;-51.52454545
4;20.35290909;-49.81181818
4;15.68572727;-46.67181818
4;11.38963636;-42.96090909
4;7.421818182;-39.67818182
4;3.782272727;-36.39545455
4;0.513818182;-32.68454545
4;-2.426363636;-29.40181818
4;-5.038272727;-26.11909091
4;-7.307636364;-22.69363636
4;-9.291545455;-19.83909091
4;-10.91863636;-16.27090909
4;-12.26027273;-13.41636364
4;-13.30218182;-10.41909091
4;-14.04436364;-7.421818182
4;-14.50109091;-4.567272727
4;-14.67236364;-1.712727273
4;-14.61527273;0.570909091
4;-14.42972727;1.855454545
4;-14.14427273;2.854545455
4;-13.77318182;3.710909091
4;-13.345;4.281818182
4;-12.84545455;4.995454545
4;-12.28881818;5.566363636
4;-11.64654545;6.422727273
4;-10.94718182;6.993636364
4;-10.14790909;7.992727273
4;-9.263;8.849090909
4;-8.278181818;9.848181818
4;-7.179181818;10.99
4;-6.008818182;11.70363636
4;-4.738545455;12.70272727
4;-3.396909091;13.41636364
4;-1.969636364;14.27272727
4;-0.442454545;15.27181818
4;1.156090909;15.98545455
4;2.840272727;16.84181818
4;4.610090909;17.69818182
4;6.465545455;18.55454545
4;8.406636364;19.41090909
4;10.41909091;20.12454545
4;12.51718182;20.98090909
4;14.67236364;21.55181818
4;16.89890909;22.26545455
4;19.21109091;23.12181818
4;21.59463636;23.83545455
4;24.03527273;24.40636364
4;26.56154545;25.26272727
4;29.14490909;25.83363636
4;31.79963636;26.54727273
4;34.54;27.40363636
4;37.32318182;27.83181818
4;40.17772727;28.54545455
4;43.08936364;29.11636364
4;46.07236364;29.83
4;49.11245455;30.40090909
4;52.20963636;30.97181818
4;55.37818182;31.68545455
4;58.60381818;32.25636364
4;61.87227273;32.68454545
4;65.21209091;33.39818182
4;68.59472727;33.82636364
4;72.04872727;34.54
4;75.53127273;34.82545455
4;79.09945455;35.68181818
4;82.69618182;35.96727273
4;86.35;36.53818182
4;90.06090909;37.10909091
4;93.80036364;37.39454545
4;97.59690909;37.96545455
4;101.422;38.25090909
4;105.3041818;38.82181818
4;109.2149091;39.10727273
4;113.1827273;39.67818182
4;117.1933636;40.10636364
4;121.2325455;40.39181818
4;125.3288182;40.96272727
4;129.4536364;41.24818182
4;133.6212727;41.67636364
4;137.8174545;41.96181818
4;142.0707273;42.53272727
4;146.3382727;42.67545455
4;150.6486364;43.10363636
4;155.0018182;43.53181818
4;159.3835455;43.81727273
4;163.7938182;44.10272727
4;168.2469091;44.53090909
4;172.7142727;44.67363636
4;177.2387273;45.24454545
4;181.7774545;45.38727273
4;186.3447273;45.67272727
4;190.9548182;46.10090909
4;195.5791818;46.24363636
4;200.2463636;46.67181818
4;204.9278182;46.81454545
4;209.6378182;47.1
4;214.3763636;47.38545455
4;219.1577273;47.81363636
4;223.9533636;47.95636364
4;228.7775455;48.24181818
4;233.616;48.38454545
4;238.483;48.67
4;243.3928182;49.09818182
4;248.3026364;49.09818182
4;253.2552727;49.52636364
4;258.2079091;49.52636364
4;263.2033636;49.95454545
4;268.1988182;49.95454545
4;273.2370909;50.38272727
4;278.2753636;50.38272727
4;283.3564545;50.81090909
4;288.4518182;50.95363636
4;293.5614545;51.09636364
4;298.6853636;51.23909091
4;303.8520909;51.66727273
4;309.0188182;51.66727273
4;314.1998182;51.81
4;319.4093636;52.09545455
4;324.6331818;52.23818182
4;329.8712727;52.38090909
4;335.1236364;52.52363636
4;340.3902727;52.66636364
4;345.6711818;52.80909091
4;350.9806364;53.09454545
4;356.3043636;53.23727273
4;361.6423636;53.38
4;367.0089091;53.66545455
4;372.3754545;53.66545455
4;377.7562727;53.80818182
4;383.1656364;54.09363636
4;388.575;54.09363636
4;394.0129091;54.37909091
4;399.4508182;54.37909091
4;404.9172727;54.66454545
4;410.3837273;54.66454545
4;415.8644545;54.80727273
4;421.3594545;54.95
4;426.883;55.23545455
4;432.4065455;55.23545455
4;437.9443636;55.37818182
4;443.4821818;55.37818182
4;449.0485455;55.66363636
4;454.6291818;55.80636364
4;460.2098182;55.80636364
4;465.819;56.09181818
4;471.4281818;56.09181818
4;477.0516364;56.23454545
4;482.6750909;56.23454545
4;488.3128182;56.37727273
4;493.9648182;56.52
4;499.6310909;56.66272727
4;505.3116364;56.80545455
4;510.9921818;56.80545455
4;516.687;56.94818182
4;522.3818182;56.94818182
4;528.0909091;57.09090909
4;533.8285455;57.37636364
4;539.5519091;57.23363636
4;545.2895455;57.37636364
4;551.0414545;57.51909091
4;556.7790909;57.37636364
4;562.5452727;57.66181818
4;568.3257273;57.80454545
4;574.1061818;57.80454545
4;579.8866364;57.80454545
4;585.6813636;57.94727273
4;591.4903636;58.09
4;597.2850909;57.94727273
4;603.1083636;58.23272727
4;608.9316364;58.23272727
4;614.7691818;58.37545455
4;620.6067273;58.37545455
4;626.4442727;58.37545455
4;632.2818182;58.37545455
4;638.1336364;58.51818182
4;643.9997273;58.66090909
4;649.8800909;58.80363636
4;655.7461818;58.66090909
4;661.6265455;58.80363636
4;667.5211818;58.94636364
4;673.4015455;58.80363636
4;679.2961818;58.94636364
4;685.2050909;59.08909091
4;691.114;59.08909091
4;697.0229091;59.08909091
4;702.9460909;59.23181818
4;708.8692727;59.23181818
4;714.7924545;59.23181818
4;720.7156364;59.23181818
4;726.6388182;59.23181818
4;732.5762727;59.37454545
4;738.5137273;59.37454545
4;744.4654545;59.51727273
4;750.4029091;59.37454545
4;756.3689091;59.66
4;762.3063636;59.37454545
4;768.2723636;59.66
4;774.2240909;59.51727273
4;780.2043636;59.80272727
4;786.1703636;59.66
4;792.1363636;59.66
4;798.1023636;59.66
4;804.0826364;59.80272727
4;810.0629091;59.80272727
4;816.0431818;59.80272727
4;822.0234545;59.80272727
4;828.018;59.94545455
4;833.9982727;59.80272727
4;839.9928182;59.94545455
4;845.9730909;59.80272727
4;851.9819091;60.08818182
4;857.9621818;59.80272727
4;863.971;60.08818182
4;869.9798182;60.08818182
4;875.9886364;60.08818182
4;881.9974545;60.08818182
4;888.0062727;60.08818182
4;894.0150909;60.08818182
4;900.0239091;60.08818182
4;906.0327273;60.08818182
4;912.0558182;60.23090909
4;918.0789091;60.23090909
4;924.102;60.23090909
4;930.1250909;60.23090909
4;936.1481818;60.23090909
4;942.1712727;60.23090909
4;948.2086364;60.37363636
4;954.246;60.37363636
4;960.2690909;60.23090909
4;966.3064545;60.37363636
4;972.3438182;60.37363636
4;978.3669091;60.23090909
4;984.4042727;60.37363636
4;990.4416364;60.37363636
4;996.479;60.37363636
4;1002.516364;60.37363636
4;1008.553727;60.37363636
4;1014.591091;60.37363636
4;1020.628455;60.37363636
4;1026.665818;60.37363636
4;1032.688909;60.23090909
4;1038.726273;60.37363636
4;1044.763636;60.37363636
4;1050.801;60.37363636
4;1056.838364;60.37363636
4;1062.875727;60.37363636
4;1068.913091;60.37363636
4;1074.950455;60.37363636
4;1080.987818;60.37363636
4;1087.025182;60.37363636
4;1093.076818;60.51636364
4;1099.114182;60.37363636
4;1105.165818;60.51636364
4;1111.203182;60.37363636
4;1117.254818;60.51636364
4;1123.306455;60.51636364
4;1129.343818;60.37363636
4;1135.395455;60.51636364
4;1141.432818;60.37363636
4;1147.484455;60.51636364
4;1153.521818;60.37363636
4;1159.573455;60.51636364
4;1165.610818;60.37363636
4;1171.633909;60.23090909
4;1177.671273;60.37363636
4;1183.708636;60.37363636
4;1189.731727;60.23090909
4;1195.769091;60.37363636
4;1201.792182;60.23090909
4;1207.829545;60.37363636
4;1213.852636;60.23090909
4;1219.875727;60.23090909
4;1225.913091;60.37363636
4;1231.936182;60.23090909
4;1237.959273;60.23090909
4;1243.996636;60.37363636
4;1250.019727;60.23090909
4;1256.042818;60.23090909
4;1262.080182;60.37363636
4;1268.117545;60.37363636
4;1274.154909;60.37363636
4;1280.192273;60.37363636
4;1286.229636;60.37363636
4;1292.267;60.37363636
4;1298.304364;60.37363636
4;1304.327455;60.23090909
4;1310.364818;60.37363636
4;1316.416455;60.51636364
4;1322.453818;60.37363636
4;1328.491182;60.37363636
4;1334.528545;60.37363636
4;1340.565909;60.37363636
4;1346.603273;60.37363636
4;1352.640636;60.37363636
4;1358.678;60.37363636
4;1364.715364;60.37363636
4;1370.752727;60.37363636
4;1376.790091;60.37363636
4;1382.827455;60.37363636
4;1388.864818;60.37363636
4;1394.887909;60.23090909
2;1400.911;60.23090909
2;1406.891273;59.80272727
2;1412.828727;59.37454545
2;1418.751909;59.23181818
2;1424.632273;58.80363636
2;1430.469818;58.37545455
2;1436.293091;58.23272727
2;1442.087818;57.94727273
2;1447.854;57.66181818
2;1453.577364;57.23363636
2;1459.286455;57.09090909
2;1464.952727;56.66272727
2;1470.590455;56.37727273
2;1476.185364;55.94909091
2;1481.751727;55.66363636
2;1487.275273;55.23545455
2;1492.798818;55.23545455
2;1498.293818;54.95
2;1503.760273;54.66454545
2;1509.198182;54.37909091
2;1514.621818;54.23636364
2;1520.002636;53.80818182
2;1525.340636;53.38
2;1530.650091;53.09454545
2;1535.959545;53.09454545
2;1541.254727;52.95181818
2;1546.507091;52.52363636
2;1551.745182;52.38090909
2;1556.926182;51.81
2;1562.078636;51.52454545
2;1567.231091;51.52454545
2;1572.369273;51.38181818
2;1577.478909;51.09636364
2;1582.531455;50.52545455
2;1587.569727;50.38272727
2;1592.579455;50.09727273
2;1597.589182;50.09727273
2;1602.570364;49.81181818
2;1607.494455;49.24090909
2;1612.404273;49.09818182
2;1617.314091;49.09818182
2;1622.209636;48.95545455
2;1627.076636;48.67
2;1631.886545;48.09909091
2;1636.682182;47.95636364
2;1641.492091;48.09909091
2;1646.273455;47.81363636
2;1651.012;47.38545455
2;1655.693455;46.81454545
2;1660.417727;47.24272727
2;1665.113455;46.95727273
2;1669.766364;46.52909091
2;1674.390727;46.24363636
2;1679.029364;46.38636364
2;1683.639455;46.10090909
2;1688.206727;45.67272727
2;1692.759727;45.53
2;1697.298455;45.38727273
2;1701.851455;45.53
2;1706.333091;44.81636364
2;1710.829;44.95909091
2;1715.296364;44.67363636
2;1719.720909;44.24545455
2;1724.131182;44.10272727
2;1728.555727;44.24545455
2;1732.937455;43.81727273
2;1737.276364;43.38909091
2;1741.629545;43.53181818
2;1745.968455;43.38909091
2;1750.250273;42.81818182
2;1754.560636;43.10363636
2;1758.842455;42.81818182
2;1763.081455;42.39
2;1767.320455;42.39
2;1771.545182;42.24727273
2;1775.712818;41.67636364
2;1779.909;41.96181818
2;1784.076636;41.67636364
2;1788.201455;41.24818182
2;1792.340545;41.39090909
2;1796.451091;41.10545455
2;1800.518818;40.67727273
2;1804.600818;40.82
2;1808.654273;40.53454545
2;1812.664909;40.10636364
2;1816.704091;40.39181818
2;1820.700455;39.96363636
2;1824.654;39.53545455
2;1828.636091;39.82090909
2;1832.575364;39.39272727
2;1836.500364;39.25
2;1840.425364;39.25
2;1844.293273;38.67909091
2;1848.189727;38.96454545
2;1852.071909;38.82181818
2;1855.897;38.25090909
2;1859.750636;38.53636364
2;1863.547182;37.96545455
2;1867.358;38.10818182
2;1871.168818;38.10818182
2;1874.908273;37.39454545
2;1878.690545;37.82272727
2;1882.401455;37.10909091
2;1886.140909;37.39454545
2;1889.866091;37.25181818
2;1893.534182;36.68090909
2;1897.230818;36.96636364
2;1900.870364;36.39545455
2;1904.552727;36.82363636
2;1908.192273;36.39545455
2;1911.803273;36.11
2;1915.428545;36.25272727
2;1918.982455;35.53909091
2;1922.607727;36.25272727
